0	211.102	0
1	211.637	0
2	212.172	5183
3	212.706	5650
4	213.241	6070
5	213.776	6563
6	214.310	7212
7	214.845	7634
8	215.380	8310
9	215.914	9065
10	216.449	9801
11	216.984	10233
12	217.518	11152
13	218.053	11987
14	218.588	12852
15	219.122	13873
16	219.657	14867
17	220.192	15922
18	220.727	16637
19	221.261	17891
20	221.796	19405
21	222.331	20358
22	222.865	21531
23	223.400	23046
24	223.935	24029
25	224.469	25364
26	225.004	27029
27	225.539	28237
28	226.073	29677
29	226.608	31259
30	227.143	32959
31	227.677	34227
32	228.212	35648
33	228.747	37029
34	229.281	38256
35	229.816	39815
36	230.351	41369
37	230.885	42641
38	231.420	43768
39	231.955	45145
40	232.489	46290
41	233.024	47298
42	233.559	48206
43	234.094	49342
44	234.628	50479
45	235.163	50469
46	235.698	51529
47	236.232	52342
48	236.767	53143
49	237.302	53072
50	237.836	53313
51	238.371	53808
52	238.906	53370
53	239.440	53138
54	239.975	53250
55	240.510	52684
56	241.044	52585
57	241.579	52324
58	242.114	51635
59	242.648	51479
60	243.183	49945
61	243.718	49383
62	244.252	48527
63	244.787	47438
64	245.322	46321
65	245.856	45282
66	246.391	44336
67	246.926	43292
68	247.461	41877
69	247.995	40567
70	248.530	39598
71	249.065	38010
72	249.599	36739
73	250.134	34780
74	250.669	33762
75	251.203	32434
76	251.738	31134
77	252.273	29410
78	252.807	28436
79	253.342	26714
80	253.877	25588
81	254.411	24056
82	254.946	23212
83	255.481	21908
84	256.015	20474
85	256.550	19752
86	257.085	18041
87	257.619	17371
88	258.154	16341
89	258.689	15471
90	259.223	14275
91	259.758	13493
92	260.293	12405
93	260.828	11714
94	261.362	10778
95	261.897	10180
96	262.432	9499
97	262.966	8709
98	263.501	8218
99	264.036	7526
100	264.570	6995
101	265.105	6455
102	265.640	5984
103	266.174	5523
104	266.709	5213
105	267.244	4728
106	267.778	4311
107	268.313	3983
108	268.848	3594
109	269.382	3396
110	269.917	3105
111	270.452	2924
112	270.986	2658
113	271.521	2403
114	272.056	2284
115	272.590	2043
116	273.125	1850
117	273.660	1685
118	274.195	1576
119	274.729	1391
120	275.264	1344
121	275.799	1174
122	276.333	1168
123	276.868	1048
124	277.403	1005
125	277.937	868
126	278.472	811
127	279.007	771
128	279.541	738
129	280.076	657
130	280.611	578
131	281.145	535
132	281.680	541
133	282.215	446
134	282.749	433
135	283.284	370
136	283.819	398
137	284.353	346
138	284.888	359
139	285.423	320
140	285.957	298
141	286.492	255
142	287.027	306
143	287.562	255
144	288.096	258
145	288.631	264
146	289.166	1036
147	289.700	741
148	290.235	629
149	290.770	602
150	291.304	506
151	291.839	500
152	292.374	405
153	292.908	362
154	293.443	321
155	293.978	282
156	294.512	240
157	295.047	232
158	295.582	208
159	296.116	198
160	296.651	201
161	297.186	178
162	297.720	177
163	298.255	186
164	298.790	173
165	299.324	149
166	299.859	132
167	300.394	164
168	300.929	128
169	301.463	135
170	301.998	153
171	302.533	151
172	303.067	140
173	303.602	150
174	304.137	158
175	304.671	148
176	305.206	140
177	305.741	144
178	306.275	140
179	306.810	140
180	307.345	147
181	307.879	141
182	308.414	142
183	308.949	142
184	309.483	153
185	310.018	128
186	310.553	153
187	311.087	141
188	311.622	144
189	312.157	137
190	312.691	156
191	313.226	142
192	313.761	156
193	314.296	137
194	314.830	142
195	315.365	147
196	315.900	149
197	316.434	142
198	316.969	131
199	317.504	125
200	318.038	151
201	318.573	151
202	319.108	144
203	319.642	133
204	320.177	158
205	320.712	160
206	321.246	153
207	321.781	173
208	322.316	163
209	322.850	172
210	323.385	158
211	323.920	161
212	324.454	159
213	324.989	158
214	325.524	167
215	326.058	167
216	326.593	150
217	327.128	173
218	327.663	185
219	328.197	194
220	328.732	173
221	329.267	169
222	329.801	177
223	330.336	171
224	330.871	177
225	331.405	174
226	331.940	181
227	332.475	194
228	333.009	169
229	333.544	159
230	334.079	167
231	334.613	189
232	335.148	196
233	335.683	186
234	336.217	183
235	336.752	188
236	337.287	172
237	337.821	217
238	338.356	190
239	338.891	216
240	339.425	238
241	339.960	184
242	340.495	208
243	341.030	215
244	341.564	197
245	342.099	219
246	342.634	197
247	343.168	214
248	343.703	208
249	344.238	202
250	344.772	204
251	345.307	210
252	345.842	219
253	346.376	218
254	346.911	218
255	347.446	250
256	347.980	201
257	348.515	204
258	349.050	220
259	349.584	238
260	350.119	241
261	350.654	231
262	351.188	217
263	351.723	221
264	352.258	228
265	352.792	213
266	353.327	244
267	353.862	221
268	354.397	219
269	354.931	213
270	355.466	231
271	356.001	247
272	356.535	217
273	357.070	224
274	357.605	258
275	358.139	224
276	358.674	210
277	359.209	211
278	359.743	233
279	360.278	248
280	360.813	204
281	361.347	247
282	361.882	191
283	362.417	217
284	362.951	199
285	363.486	192
286	364.021	220
287	364.555	188
288	365.090	221
289	365.625	184
290	366.159	216
291	366.694	211
292	367.229	189
293	367.764	168
294	368.298	189
295	368.833	210
296	369.368	174
297	369.902	185
298	370.437	178
299	370.972	170
300	371.506	161
301	372.041	165
302	372.576	169
303	373.110	164
304	373.645	161
305	374.180	160
306	374.714	152
307	375.249	169
308	375.784	161
309	376.318	157
310	376.853	165
311	377.388	150
312	377.922	169
313	378.457	131
314	378.992	168
315	379.526	141
316	380.061	131
317	380.596	135
318	381.130	146
319	381.665	151
320	382.200	151
321	382.735	148
322	383.269	143
323	383.804	144
324	384.339	139
325	384.873	141
326	385.408	129
327	385.943	124
328	386.477	129
329	387.012	101
330	387.547	132
331	388.081	118
332	388.616	137
333	389.151	124
334	389.685	138
335	390.220	130
336	390.755	114
337	391.289	124
338	391.824	141
339	392.359	105
340	392.893	122
341	393.428	119
342	393.963	108
343	394.497	123
344	395.032	126
345	395.567	114
346	396.102	99
347	396.636	107
348	397.171	115
349	397.706	130
350	398.240	114
351	398.775	110
352	399.310	97
353	399.844	108
354	400.379	106
355	400.914	108
356	401.448	112
357	401.983	120
358	402.518	125
359	403.052	107
360	403.587	115
361	404.122	107
362	404.656	131
363	405.191	119
364	405.726	118
365	406.260	103
366	406.795	105
367	407.330	103
368	407.864	101
369	408.399	120
370	408.934	115
371	409.469	122
372	410.003	107
373	410.538	102
374	411.073	86
375	411.607	93
376	412.142	92
377	412.677	98
378	413.211	126
379	413.746	112
380	414.281	100
381	414.815	131
