Voltage_V,Capacitance_nF,InvC2_1_per_uF2,D2InvC2,SmoothedD2InvC2,Gauss_A,Gauss_x0,Gauss_sigma,Gauss_y0
135,10.5,9070.29478458,43.8168363993,4.79513904867,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
136,10.5,9070.29478458,43.8168363993,1.66915664302,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
137,10.4,9245.56213018,-43.8168363993,-1.66915664302,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
138,10.4,9245.56213018,-43.8168363993,-4.79513904867,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
139,10.4,9245.56213018,0,-7.28412881318,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
140,10.4,9245.56213018,0,-8.71146417576,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
141,10.4,9245.56213018,0,-8.65248337565,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
142,10.4,9245.56213018,0,-6.68252465209,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
143,10.4,9245.56213018,0,-2.3769262443,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
144,10.4,9245.56213018,0,4.68897360848,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
145,10.4,9245.56213018,0,5.98655121083,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
146,10.4,9245.56213018,0,-0.501336800907,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
147,10.4,9245.56213018,0,-2.00534720363,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
148,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
149,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
150,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
151,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
152,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
153,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
154,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
155,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
156,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
157,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
158,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
159,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
160,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
161,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
162,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
163,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
164,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
165,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
166,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
167,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
168,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
169,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
170,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
171,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
172,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
173,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
174,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
175,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
176,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
177,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
178,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
179,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
180,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
181,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
182,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
183,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
184,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
185,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
186,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
187,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
188,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
189,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
190,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
191,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
192,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
193,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
194,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
195,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
196,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
197,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
198,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
199,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
200,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
201,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
202,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
203,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
204,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
205,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
206,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
207,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
208,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
209,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
210,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
211,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
212,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
213,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
214,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
215,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
216,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
217,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
218,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
219,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
220,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
221,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
222,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
223,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
224,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
225,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
226,10.4,9245.56213018,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
227,10.4,9245.56213018,0,2.06403845721,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
228,10.4,9245.56213018,0,0.516009614302,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
229,10.4,9245.56213018,0,-6.1617618649,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
230,10.4,9245.56213018,0,-4.82620756906,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
231,10.4,9245.56213018,0,2.44649264193,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
232,10.4,9245.56213018,0,6.87810462358,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
233,10.4,9245.56213018,0,8.90571887272,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
234,10.4,9245.56213018,0,8.96642588617,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
235,10.4,9245.56213018,0,7.49731616074,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
236,10.4,9245.56213018,45.09924029,4.93548019327,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
237,10.4,9245.56213018,45.09924029,1.71800848056,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
238,10.3,9425.95909134,-45.09924029,-1.71800848056,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
239,10.3,9425.95909134,-45.09924029,-4.93548019327,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
240,10.3,9425.95909134,0,-7.49731616074,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
241,10.3,9425.95909134,0,-8.96642588617,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
242,10.3,9425.95909134,0,-8.90571887272,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
243,10.3,9425.95909134,0,-6.87810462358,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
244,10.3,9425.95909134,0,-2.44649264193,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
245,10.3,9425.95909134,0,4.82620756906,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
246,10.3,9425.95909134,0,6.1617618649,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
247,10.3,9425.95909134,0,-0.516009614302,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
248,10.3,9425.95909134,0,-2.06403845721,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
249,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
250,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
251,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
252,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
253,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
254,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
255,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
256,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
257,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
258,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
259,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
260,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
261,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
262,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
263,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
264,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
265,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
266,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
