Voltage_V,Capacitance_nF,InvC2_1_per_uF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
91,126.1,62.8882959221,0.449391682028,0.44136291265,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
92,125.6,63.3899955373,0.453697275691,0.412202760879,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
93,125.2,63.7956904735,0.356263736929,0.38109397147,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
94,124.9,64.1025230112,0.307942014387,0.348180322264,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
95,124.6,64.4115745023,0.310171691663,0.315892594795,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
96,124.3,64.7228663945,0.312422946565,0.287276428752,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
97,124,65.0364203954,0.261928783731,0.257918857416,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
98,123.8,65.246723962,0.210814424989,0.229219324108,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
99,123.6,65.4580492454,0.158686569219,0.203446917852,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
100,123.5,65.5640971004,0.15945908007,0.177858837156,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
101,123.3,65.7769674055,0.159847216357,0.153646365617,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
102,123.2,65.8837915331,0.106954347965,0.132956341238,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
103,123.1,65.9908761015,0.107215212344,0.115263624178,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
104,123,66.0982219578,0.107476925752,0.0990352200202,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
105,122.9,66.205829953,0.107739491647,0.0852268798707,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
106,122.8,66.3137009411,0.053935494075,0.0730235955271,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
107,122.8,66.3137009411,0.0540674194288,0.0638678452878,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
108,122.7,66.42183578,0.0540674194288,0.058240489918,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
109,122.7,66.42183578,0.0541997753834,0.0486490497976,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
110,122.6,66.5302353307,0.0541997753834,0.0397623841217,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
111,122.6,66.5302353307,0,0.0361940403154,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
112,122.6,66.5302353307,0.054332563697,0.0351888263187,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
113,122.5,66.6389004581,0.054332563697,0.0341057263188,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
114,122.5,66.6389004581,0,0.0323829810573,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
115,122.5,66.6389004581,0.0544657861366,0.0271224621036,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
116,122.4,66.7478320304,0.0544657861366,0.0237257736246,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
117,122.4,66.7478320304,0,0.0245416317645,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
118,122.4,66.7478320304,0,0.023602496734,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
119,122.4,66.7478320304,0.0545994444777,0.0232028768719,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
120,122.3,66.8570309194,0.0545994444777,0.0234553277861,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
121,122.3,66.8570309194,0,0.0244726832396,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
122,122.3,66.8570309194,0,0.0233008276014,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
123,122.3,66.8570309194,0,0.0222107476323,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
124,122.3,66.8570309194,0.0547335405046,0.0189935114956,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
125,122.2,66.9664980004,0.0547335405046,0.016775988235,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
126,122.2,66.9664980004,0,0.017810121439,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
127,122.2,66.9664980004,0,0.0159556756078,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
128,122.2,66.9664980004,0,0.0165201314818,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
129,122.2,66.9664980004,0,0.0173277690462,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
130,122.2,66.9664980004,0.0548680760104,0.0153512607052,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
131,122.1,67.0762341524,0.0548680760104,0.0159110965874,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
132,122.1,67.0762341524,0,0.0168262218532,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
133,122.1,67.0762341524,0,0.0150618859554,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
134,122.1,67.0762341524,0,0.012854220876,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
135,122.1,67.0762341524,0,0.0133006367024,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
136,122.1,67.0762341524,0,0.0119509767027,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
137,122.1,67.0762341524,0,0.00883527470629,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
138,122.1,67.0762341524,0,0.00840314236613,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
139,122.1,67.0762341524,0.055003052797,0.00752659068735,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
140,122,67.186240258,0.055003052797,0.00931063698443,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
141,122,67.186240258,0,0.0115635043295,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
142,122,67.186240258,0,0.0112355233103,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
143,122,67.186240258,0,0.0105738187568,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
144,122,67.186240258,0,0.00957839066922,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
145,122,67.186240258,0,0.0082492390474,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
146,122,67.186240258,0,0.00969901336473,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
147,122,67.186240258,0,0.0117305492871,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
148,122,67.186240258,0,0.011286681289,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
149,122,67.186240258,0,0.0106200576523,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
150,122,67.186240258,0,0.0097306783771,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
151,122,67.186240258,0.055138472675,0.00634921582555,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
152,121.9,67.2965172033,0.055138472675,0.00355547179183,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
153,121.9,67.2965172033,0,0.00356287914437,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
154,121.9,67.2965172033,0,0.00323574131957,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
155,121.9,67.2965172033,0,0.00569436498333,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
156,121.9,67.2965172033,0,0.00873618072443,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
157,121.9,67.2965172033,0,0.00929650231664,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
158,121.9,67.2965172033,0,0.00963351961086,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
159,121.9,67.2965172033,0,0.00974723260709,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
160,121.9,67.2965172033,0,0.00963764130534,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
161,121.9,67.2965172033,0,0.00930474570561,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
162,121.9,67.2965172033,0,0.00874854580788,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
163,121.9,67.2965172033,0,0.00796904161218,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
164,121.9,67.2965172033,0,0.00696623311848,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
165,121.9,67.2965172033,0,0.0057401203268,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
166,121.9,67.2965172033,0.0552743374642,0.00429070323713,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
167,121.8,67.4070658783,0.0552743374642,0.00574597084439,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
168,121.8,67.4070658783,0,0.00789793091687,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
169,121.8,67.4070658783,0,0.00767435183925,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
170,121.8,67.4070658783,0,0.00733898322283,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
171,121.8,67.4070658783,0,0.00689182506759,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
172,121.8,67.4070658783,0,0.00405795336795,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
173,121.8,67.4070658783,0,0.00192476498865,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
174,121.8,67.4070658783,0,0.00271115132429,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
175,121.8,67.4070658783,0,0.00327368289917,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
176,121.8,67.4070658783,0,0.00361235971328,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
177,121.8,67.4070658783,0,0.00372718176664,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
178,121.8,67.4070658783,0,0.00361814905924,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
179,121.8,67.4070658783,0,0.00328526159109,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
180,121.8,67.4070658783,0,0.00272851936217,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
181,121.8,67.4070658783,0,0.00194792237249,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
182,121.8,67.4070658783,0,0.00407916718565,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
183,121.8,67.4070658783,0,0.00690882093323,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
184,121.8,67.4070658783,0,0.00735708182103,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
185,121.8,67.4070658783,0,0.00769327748688,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
186,121.8,67.4070658783,0,0.00791740793078,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
187,121.8,67.4070658783,0.0554106489933,0.00802947315273,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
188,121.7,67.5178871763,0.0554106489933,0.00802947315273,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
189,121.7,67.5178871763,0,0.00791740793078,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
190,121.7,67.5178871763,0,0.00769327748688,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
191,121.7,67.5178871763,0,0.00735708182103,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
192,121.7,67.5178871763,0,0.00690882093323,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
193,121.7,67.5178871763,0,0.00634849482348,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
194,121.7,67.5178871763,0,0.00567610349178,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
195,121.7,67.5178871763,0,0.00489164693813,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
196,121.7,67.5178871763,0,0.00399512516252,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
197,121.7,67.5178871763,0,0.00298653816497,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
198,121.7,67.5178871763,0,0.00186588594547,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
199,121.7,67.5178871763,0,-0.001647370286,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
200,121.7,67.5178871763,0,-0.00445821360014,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
201,121.7,67.5178871763,0,-0.00434227611306,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
202,121.7,67.5178871763,0,-0.00445074566025,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
203,121.7,67.5178871763,0,-0.001640192766,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
204,121.7,67.5178871763,0,0.00187049117507,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
205,121.7,67.5178871763,0,0.00299390929823,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
206,121.7,67.5178871763,0,0.00400498560908,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
207,121.7,67.5178871763,0,0.00490372010761,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
208,121.7,67.5178871763,0,0.00569011279382,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
209,121.7,67.5178871763,0,0.00636416366772,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
210,121.7,67.5178871763,0,0.00692587272931,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
211,121.7,67.5178871763,0,0.00737523997857,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
212,121.7,67.5178871763,0,0.00771226541552,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
213,121.7,67.5178871763,0,0.00793694904015,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
214,121.7,67.5178871763,0.0555474090998,0.00804929085247,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
215,121.6,67.6289819945,0.0555474090998,0.00804929085247,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
216,121.6,67.6289819945,0,0.00793694904015,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
217,121.6,67.6289819945,0,0.00771226541552,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
218,121.6,67.6289819945,0,0.00737523997857,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
219,121.6,67.6289819945,0,0.00692587272931,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
220,121.6,67.6289819945,0,0.00636416366772,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
221,121.6,67.6289819945,0,0.00569011279382,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
222,121.6,67.6289819945,0,0.00490372010761,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
223,121.6,67.6289819945,0,0.00400498560908,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
224,121.6,67.6289819945,0,0.00299390929823,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
225,121.6,67.6289819945,0,0.00187049117507,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
226,121.6,67.6289819945,0,0.000634731239588,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
227,121.6,67.6289819945,0,-0.000713370508209,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
228,121.6,67.6289819945,0,-0.00217381406832,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
229,121.6,67.6289819945,0,-0.00374659944075,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
230,121.6,67.6289819945,0,-0.00228053879002,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
231,121.6,67.6289819945,0,-0.00228617206695,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
232,121.6,67.6289819945,0,-0.00375585410999,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
233,121.6,67.6289819945,0,-0.00217918371899,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
234,121.6,67.6289819945,0,-0.000715132641631,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
235,121.6,67.6289819945,0,0.000636299122081,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
236,121.6,67.6289819945,0,0.00187511157215,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
237,121.6,67.6289819945,0,0.00300130470858,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
238,121.6,67.6289819945,0,0.00401487853136,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
239,121.6,67.6289819945,0,0.00491583304051,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
240,121.6,67.6289819945,0,0.005704168236,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
241,121.6,67.6289819945,0,0.00637988411786,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
242,121.6,67.6289819945,0,0.00694298068607,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
243,121.6,67.6289819945,0,0.00739345794065,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
244,121.6,67.6289819945,0,0.00773131588157,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
245,121.6,67.6289819945,0,0.00795655450886,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
246,121.6,67.6289819945,0.0556846196307,0.0080691738225,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
247,121.5,67.7403512337,0.0556846196307,0.0080691738225,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
248,121.5,67.7403512337,0,0.00795655450886,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
249,121.5,67.7403512337,0,0.00773131588157,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
250,121.5,67.7403512337,0,0.00739345794065,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
251,121.5,67.7403512337,0,0.00694298068607,0.697716945808,93.9503202571,0.186097962278,0.00595947387761
