SpectrumNumber	Isotope	Detector	Conditions	Voltage (V)	Current (nA)	Temperature (deg)	Energy(keV)	ΔEnergy(keV)	FWHM(keV)	ΔFWHM(keV)	Amplitude	ΔAmplitude	Adj.R^2
06	Ra-226	det3	1us	90	4.35	22.0	6117.23	0.29	51.62	0.71	20.19	0.23	0.90242
06	Ra-226	det3	1us	90	4.35	22.0	7829.59	0.23	47.13	0.56	22.59	0.23	0.92592
07	Ra-226	det3	1us	100	4.55	22.0	4868.05	0.40	63.39	1.00	19.03	0.25	0.86445
07	Ra-226	det3	1us	100	4.55	22.0	5401.95	0.57	59.68	1.41	12.85	0.25	0.87731
07	Ra-226	det3	1us	100	4.55	22.0	5590.95	0.57	53.77	1.41	20.78	0.25	0.87731
07	Ra-226	det3	1us	100	4.55	22.0	6115.27	0.27	54.66	0.68	20.22	0.21	0.91783
07	Ra-226	det3	1us	100	4.55	22.0	7826.98	0.24	47.54	0.59	22.84	0.24	0.92047
08	Ra-226	det3	1us	110	4.76	22.0	4868.82	0.38	63.78	0.93	19.84	0.24	0.88118
08	Ra-226	det3	1us	110	4.76	22.0	5401.08	0.46	56.37	1.14	14.20	0.24	0.89818
08	Ra-226	det3	1us	110	4.76	22.0	5588.13	0.46	49.80	1.14	21.30	0.24	0.89818
08	Ra-226	det3	1us	110	4.76	22.0	6114.29	0.27	52.28	0.68	20.35	0.22	0.91194
08	Ra-226	det3	1us	110	4.76	22.0	7825.02	0.25	45.70	0.61	22.57	0.26	0.90846
09	Ra-226	det3	1us	120	4.95	22.0	4865.70	0.40	62.58	0.99	19.99	0.26	0.86470
09	Ra-226	det3	1us	120	4.95	22.0	5399.85	0.50	56.29	1.22	13.79	0.25	0.88630
09	Ra-226	det3	1us	120	4.95	22.0	5588.10	0.50	51.27	1.22	20.73	0.25	0.88630
09	Ra-226	det3	1us	120	4.95	22.0	6113.12	0.28	51.94	0.68	20.03	0.22	0.90931
09	Ra-226	det3	1us	120	4.95	22.0	7822.10	0.25	48.56	0.60	22.71	0.24	0.92008
10	Ra-226	det3	1us	140	5.25	22.0	4863.08	0.36	63.22	0.90	19.28	0.23	0.88643
10	Ra-226	det3	1us	140	5.25	22.0	5393.97	0.52	60.18	1.29	13.57	0.24	0.88314
10	Ra-226	det3	1us	140	5.25	22.0	5585.36	0.52	52.74	1.29	20.16	0.24	0.88314
10	Ra-226	det3	1us	140	5.25	22.0	6107.74	0.30	52.94	0.74	20.21	0.24	0.89784
10	Ra-226	det3	1us	140	5.25	22.0	7816.78	0.23	47.95	0.56	22.09	0.22	0.92858
11	Ra-226	det3	1us	160	5.53	22.0	4857.66	0.39	63.32	0.98	18.94	0.24	0.86961
11	Ra-226	det3	1us	160	5.53	22.0	5390.41	0.48	56.52	1.17	13.54	0.24	0.89201
11	Ra-226	det3	1us	160	5.53	22.0	5579.68	0.48	54.67	1.17	19.47	0.24	0.89201
11	Ra-226	det3	1us	160	5.53	22.0	6102.91	0.30	51.40	0.74	20.68	0.25	0.89429
11	Ra-226	det3	1us	160	5.53	22.0	7810.47	0.26	46.52	0.63	22.29	0.26	0.90576
12	Ra-226	det3	1us	200	6.03	22.0	4849.49	0.35	62.12	0.88	19.91	0.24	0.88902
12	Ra-226	det3	1us	200	6.03	22.0	5379.32	0.54	60.64	1.34	13.19	0.24	0.88279
12	Ra-226	det3	1us	200	6.03	22.0	5570.36	0.54	53.42	1.34	20.24	0.24	0.88279
12	Ra-226	det3	1us	200	6.03	22.0	6091.14	0.29	51.29	0.72	20.98	0.25	0.89914
12	Ra-226	det3	1us	200	6.03	22.0	7795.39	0.26	49.68	0.64	21.34	0.23	0.91471
13	Ra-226	det3	1us	250	6.63	22.0	4834.44	0.42	63.36	1.05	19.17	0.27	0.85244
13	Ra-226	det3	1us	250	6.63	22.0	5363.66	0.53	57.77	1.31	13.19	0.25	0.88293
13	Ra-226	det3	1us	250	6.63	22.0	5551.93	0.53	51.63	1.31	20.83	0.25	0.88293
13	Ra-226	det3	1us	250	6.63	22.0	6073.04	0.28	50.91	0.68	21.57	0.24	0.90737
13	Ra-226	det3	1us	250	6.63	22.0	7771.34	0.25	46.82	0.60	22.05	0.24	0.91480
14	Ra-226	det3	1us	300	7.21	22.0	4817.24	0.40	61.94	0.99	19.39	0.26	0.86301
14	Ra-226	det3	1us	300	7.21	22.0	5344.26	0.50	56.67	1.22	13.66	0.25	0.88773
14	Ra-226	det3	1us	300	7.21	22.0	5533.52	0.50	52.67	1.22	20.30	0.25	0.88773
14	Ra-226	det3	1us	300	7.21	22.0	6051.70	0.31	52.45	0.76	20.09	0.24	0.89283
14	Ra-226	det3	1us	300	7.21	22.0	7743.95	0.23	46.75	0.56	22.74	0.23	0.92490
15	Ra-226	det3	1us	350	7.88	22.0	4800.74	0.38	62.54	0.93	20.04	0.25	0.87913
15	Ra-226	det3	1us	350	7.88	22.0	5325.40	0.55	61.02	1.36	12.93	0.24	0.88515
15	Ra-226	det3	1us	350	7.88	22.0	5511.86	0.55	51.53	1.36	20.80	0.24	0.88515
15	Ra-226	det3	1us	350	7.88	22.0	6027.38	0.30	51.20	0.73	20.05	0.24	0.89614
15	Ra-226	det3	1us	350	7.88	22.0	7713.14	0.22	47.12	0.54	22.84	0.22	0.93244
16	Ra-226	det3	1us	400	8.74	22.0	4779.53	0.37	62.28	0.92	19.41	0.24	0.87960
16	Ra-226	det3	1us	400	8.74	22.0	5301.63	0.49	55.61	1.20	13.51	0.25	0.89480
16	Ra-226	det3	1us	400	8.74	22.0	5488.50	0.49	50.61	1.20	21.24	0.25	0.89480
16	Ra-226	det3	1us	400	8.74	22.0	6001.11	0.27	50.31	0.66	21.89	0.24	0.91105
16	Ra-226	det3	1us	400	8.74	22.0	7677.12	0.23	47.43	0.57	22.38	0.23	0.92389
