Voltage_V,Capacitance_pF,InvC2_1_per_nF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
74,25.1,1587.27639244,12.6480221718,10.1162863411,22.0951436181,72.8194535719,0.217103743375,0.259692184918
75,25,1600,6.36180378089,8.96174049213,22.0951436181,72.8194535719,0.217103743375,0.259692184918
76,25,1600,0,7.82234330184,22.0951436181,72.8194535719,0.217103743375,0.259692184918
77,25,1600,6.43860582894,6.72537114642,22.0951436181,72.8194535719,0.217103743375,0.259692184918
78,24.9,1612.87721166,6.43860582894,5.69876934101,22.0951436181,72.8194535719,0.217103743375,0.259692184918
79,24.9,1612.87721166,0,4.4970630863,22.0951436181,72.8194535719,0.217103743375,0.259692184918
80,24.9,1612.87721166,6.51664911383,3.52161009165,22.0951436181,72.8194535719,0.217103743375,0.259692184918
81,24.8,1625.91050989,6.51664911383,3.0698573037,22.0951436181,72.8194535719,0.217103743375,0.259692184918
82,24.8,1625.91050989,0,2.79389520443,22.0951436181,72.8194535719,0.217103743375,0.259692184918
83,24.8,1625.91050989,0,2.3930986511,22.0951436181,72.8194535719,0.217103743375,0.259692184918
84,24.8,1625.91050989,6.59595881258,2.12659534191,22.0951436181,72.8194535719,0.217103743375,0.259692184918
85,24.7,1639.10242751,6.59595881258,2.00730662019,22.0951436181,72.8194535719,0.217103743375,0.259692184918
86,24.7,1639.10242751,0,1.7204639254,22.0951436181,72.8194535719,0.217103743375,0.259692184918
87,24.7,1639.10242751,0,1.52105932076,22.0951436181,72.8194535719,0.217103743375,0.259692184918
88,24.7,1639.10242751,0,1.4238055816,22.0951436181,72.8194535719,0.217103743375,0.259692184918
89,24.7,1639.10242751,0,1.44360056599,22.0951436181,72.8194535719,0.217103743375,0.259692184918
90,24.7,1639.10242751,0,1.5955303268,22.0951436181,72.8194535719,0.217103743375,0.259692184918
91,24.7,1639.10242751,0,1.5296121143,22.0951436181,72.8194535719,0.217103743375,0.259692184918
