Voltage_V,Capacitance_nF,InvC2_1_per_uF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
22,286.3,12.1999290208,0.544840816306,0.539762769206,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
23,280.1,12.7459961321,0.540550921089,0.543835068345,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
24,274.4,13.281030863,0.541941675091,0.544018076098,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
25,268.9,13.8298794823,0.544379505223,0.544834269192,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
26,263.8,14.3697898734,0.538735666203,0.540675404135,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
27,259,14.9073508147,0.540768605072,0.537266570606,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
28,254.4,15.4513270836,0.53992843061,0.53828620931,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
29,250.1,15.9872076759,0.536614202938,0.537676503397,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
30,246,16.5245554895,0.537012801083,0.537494378147,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
31,242.1,17.0612332781,0.535186333466,0.53718689117,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
32,238.4,17.5949281564,0.530964233489,0.535004843912,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
33,234.9,18.1231617451,0.532243108945,0.533711002903,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
34,231.5,18.6594143743,0.539911122519,0.535631628881,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
35,228.2,19.2029839901,0.538062722517,0.537320849917,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
36,225.1,19.7355398193,0.534654700136,0.538882956736,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
37,222.1,20.2722933904,0.538351886923,0.54172906951,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
38,219.2,20.8122435932,0.531145785979,0.545237361503,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
39,216.5,21.3345849623,0.532298398019,0.548003135225,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
40,213.8,21.8768403892,0.531495182884,0.549980054515,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
41,211.3,22.3975753281,0.530143097191,0.550922631165,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
42,208.8,22.9371265836,0.538037046011,0.549440948397,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
43,206.4,23.4736494201,0.534276099897,0.546467156352,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
44,204.1,24.0056787834,0.529017299523,0.540883310742,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
45,201.9,24.5316840192,0.522198158376,0.532491145451,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
46,199.8,25.0500751001,0.526694517592,0.520716070179,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
47,197.7,25.5850730543,0.570426286028,0.505663231888,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
48,195.4,26.1909276722,0.561361809603,0.487384836146,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
49,193.5,26.7077966735,0.496205449237,0.465678806581,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
50,191.8,27.1833385707,0.481949292912,0.442102548335,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
51,190.1,27.6716952594,0.46513595145,0.415802874083,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
52,188.6,28.1136104736,0.416763947598,0.387173363978,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
53,187.3,28.5052231546,0.364701960707,0.357763001524,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
54,186.2,28.843014395,0.325055902624,0.326584690016,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
55,185.2,29.1553349598,0.282922011863,0.294521318994,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
56,184.4,29.4088584187,0.239039483265,0.262000087334,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
57,183.7,29.6334139263,0.209542527482,0.229499247302,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
58,183.1,29.8279434737,0.162641009779,0.198040007139,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
59,182.7,29.9586959459,0.131183286942,0.167613487344,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
60,182.3,30.0903100475,0.0988733156291,0.139293037149,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
61,182.1,30.1564425772,0.0828704300377,0.111788340975,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
62,181.8,30.2560509076,0.0664603989871,0.0871060490986,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
63,181.7,30.2893633751,0.05005133208,0.0687531789923,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
64,181.5,30.3561535718,0.0501340844098,0.0533398207355,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
65,181.4,30.389631544,0.0335056780756,0.0390546016323,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
66,181.3,30.4231649279,0.0335611510638,0.0289448395107,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
67,181.2,30.4567538461,0.0336167465766,0.0221671049268,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
68,181.1,30.4903984211,0.0168222875032,0.0171379093567,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
69,181.1,30.4903984211,0.0168501774492,0.012613621766,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
70,181,30.524098776,0.0168501774492,0.00979805892065,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
71,181,30.524098776,0.0168781290816,0.00893775798576,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
72,180.9,30.5578550341,0.0168781290816,0.00859534201384,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
73,180.9,30.5578550341,0.016906142571,0.00914080890655,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
74,180.8,30.5916673193,0.016906142571,0.00933636292028,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
75,180.8,30.5916673193,0,0.0094874589821,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
76,180.8,30.5916673193,0.0169342180886,0.00918533730176,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
77,180.7,30.6255357555,0.0169342180886,0.008249931378,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
78,180.7,30.6255357555,0,0.00743937827644,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
79,180.7,30.6255357555,0.0169623558062,0.00724523853907,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
80,180.6,30.6594604671,0.0169623558062,0.00743103338606,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
81,180.6,30.6594604671,0,0.00710073768287,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
82,180.6,30.6594604671,0,0.0069740713303,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
83,180.6,30.6594604671,0,0.00708584862302,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
84,180.6,30.6594604671,0.0169905558961,0.00651503650888,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
85,180.5,30.6934415789,0.0169905558961,0.00526985413051,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
86,180.5,30.6934415789,0,0.00431603662158,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
87,180.5,30.6934415789,0,0.00435485323267,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
88,180.5,30.6934415789,0,0.00443514461584,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
89,180.5,30.6934415789,0,0.00457556754717,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
90,180.5,30.6934415789,0,0.00479206781985,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
91,180.5,30.6934415789,0,0.00414266095046,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
92,180.5,30.6934415789,0.0170188185312,0.00428211387513,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
93,180.4,30.7274792159,0.0170188185312,0.00453230440123,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
94,180.4,30.7274792159,0,0.0039496837203,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
95,180.4,30.7274792159,0,0.0041917676733,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
96,180.4,30.7274792159,0,0.0038782590669,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
97,180.4,30.7274792159,0,0.00301546391338,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
98,180.4,30.7274792159,0,0.00298356495938,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
99,180.4,30.7274792159,0,0.00281387239542,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
100,180.4,30.7274792159,0.0170471438851,0.00347025535465,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
101,180.3,30.7615735037,0.0170471438851,0.00427233562544,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
102,180.3,30.7615735037,0,0.0042734253426,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
103,180.3,30.7615735037,0,0.00417108398575,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
104,180.3,30.7615735037,0,0.00396531155488,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
105,180.3,30.7615735037,0,0.00365610804999,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
106,180.3,30.7615735037,0,0.00324347347108,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
107,180.3,30.7615735037,0,0.00272740781816,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
108,180.3,30.7615735037,0,0.00237116722601,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
109,180.3,30.7615735037,0,0.00244624959536,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
110,180.3,30.7615735037,0,0.00268931267058,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
111,180.3,30.7615735037,0.0170755321318,0.00282877243007,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
112,180.2,30.795724568,0.0170755321318,0.00286462887382,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
113,180.2,30.795724568,0,0.00279688200185,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
114,180.2,30.795724568,0,0.00262553181414,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
115,180.2,30.795724568,0,0.00235057831071,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
116,180.2,30.795724568,0,0.00293910084431,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
117,180.2,30.795724568,0,0.00370845516594,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
118,180.2,30.795724568,0,0.00370880041397,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
119,180.2,30.795724568,0,0.00364001932853,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
120,180.2,30.795724568,0,0.00350211190964,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
121,180.2,30.795724568,0,0.0032950781573,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
122,180.2,30.795724568,0,0.00231553105671,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
123,180.2,30.795724568,0.0171039834459,0.00151806727081,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
124,180.1,30.8299325349,0.0171039834459,0.00158874901104,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
125,180.1,30.8299325349,0,0.00155565481118,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
126,180.1,30.8299325349,0,0.00141878467122,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
127,180.1,30.8299325349,0,0.00214682840064,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
128,180.1,30.8299325349,0,0.00305600495746,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
129,180.1,30.8299325349,0,0.00319489173023,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
130,180.1,30.8299325349,0,0.00326453695896,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
131,180.1,30.8299325349,0,0.00326494064366,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
132,180.1,30.8299325349,0,0.00319610278432,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
133,180.1,30.8299325349,0,0.00305802338094,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
134,180.1,30.8299325349,0,0.00285070243353,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
135,180.1,30.8299325349,0,0.00257413994208,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
136,180.1,30.8299325349,0,0.00222833590659,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
137,180.1,30.8299325349,0.0171324980028,0.00181329032707,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
138,180,30.8641975309,0.0171324980028,0.00132900320351,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
139,180,30.8641975309,0,0.00104121807582,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
140,180,30.8641975309,0,0.00122120356764,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
141,180,30.8641975309,0,0.00160315840571,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
142,180,30.8641975309,0,0.00191575623301,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
143,180,30.8641975309,0,0.00215899704952,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
144,180,30.8641975309,0,0.00233288085525,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
145,180,30.8641975309,0,0.0024374076502,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
146,180,30.8641975309,0,0.00247257743436,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
147,180,30.8641975309,0,0.00243839020775,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
148,180,30.8641975309,0,0.00233484597035,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
149,180,30.8641975309,0,0.00216194472217,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
150,180,30.8641975309,0,0.00191968646321,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
151,180,30.8641975309,0,0.00160807119347,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
152,180,30.8641975309,0,0.00122709891295,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
153,180,30.8641975309,0,0.00174869108788,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
154,180,30.8641975309,0.0171610759782,0.0024867855068,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
155,179.9,30.8985196828,0.0171610759782,0.0024867855068,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
156,179.9,30.8985196828,0,0.00245207810265,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
157,179.9,30.8985196828,0,0.00238266329437,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
158,179.9,30.8985196828,0,0.00157280487761,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
159,179.9,30.8985196828,0,0.000980287701107,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
160,179.9,30.8985196828,0,0.00129346530407,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
161,179.9,30.8985196828,0,0.00153717017264,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
162,179.9,30.8985196828,0,0.0017114023068,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
163,179.9,30.8985196828,0,0.00181616170655,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
164,179.9,30.8985196828,0,0.0018514483719,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
165,179.9,30.8985196828,0,0.00181726230284,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
166,179.9,30.8985196828,0,0.00171360349938,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
167,179.9,30.8985196828,0,0.00154047196151,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
168,179.9,30.8985196828,0,0.00129786768924,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
169,179.9,30.8985196828,0,0.000985790682559,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
170,179.9,30.8985196828,0,0.00157778362767,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
171,179.9,30.8985196828,0,0.00238663992254,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
172,179.9,30.8985196828,0,0.00245617058307,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
173,179.9,30.8985196828,0.0171897175485,0.00249093591333,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
174,179.8,30.9328991179,0.0171897175485,0.00249093591333,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
175,179.8,30.9328991179,0,0.00245617058307,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
176,179.8,30.9328991179,0,0.00238663992254,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
177,179.8,30.9328991179,0,0.00228234393176,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
178,179.8,30.9328991179,0,0.0021432826107,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
179,179.8,30.9328991179,0,0.0012625412366,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
180,179.8,30.9328991179,0,0.000599504076094,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
181,179.8,30.9328991179,0,0.000843674159279,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
182,179.8,30.9328991179,0,0.00101825552684,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
183,179.8,30.9328991179,0,0.00112324817878,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
184,179.8,30.9328991179,0,0.0011586521151,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
185,179.8,30.9328991179,0,0.0011244673358,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
186,179.8,30.9328991179,0,0.00102069384088,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
187,179.8,30.9328991179,0,0.00084733163033,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
188,179.8,30.9328991179,0,0.000604380704162,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
189,179.8,30.9328991179,0,0.00126700857625,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
190,179.8,30.9328991179,0,0.00214686170738,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
191,179.8,30.9328991179,0,0.00228615524881,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
192,179.8,30.9328991179,0,0.00239062540489,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
193,179.8,30.9328991179,0,0.00246027217561,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
194,179.8,30.9328991179,0.0172184228907,0.00249509556096,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
195,179.7,30.9673359637,0.0172184228907,0.00249509556096,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
196,179.7,30.9673359637,0,0.00246027217561,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
197,179.7,30.9673359637,0,0.00239062540489,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
198,179.7,30.9673359637,0,0.00228615524881,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
199,179.7,30.9673359637,0,0.00214686170738,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
200,179.7,30.9673359637,0,0.00197274478058,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
201,179.7,30.9673359637,0,0.0010557086017,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
202,179.7,30.9673359637,0,0.000356740418434,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
203,179.7,30.9673359637,0,0.000566495312617,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
204,179.7,30.9673359637,0,0.000706545251651,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
205,179.7,30.9673359637,0,0.000776890235537,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
206,179.7,30.9673359637,0,0.000777530264274,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
207,179.7,30.9673359637,0,0.000708465337863,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
208,179.7,30.9673359637,0,0.000569695456303,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
209,179.7,30.9673359637,0,0.000361220619595,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
210,179.7,30.9673359637,0,0.00105983678706,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
211,179.7,30.9673359637,0,0.00197604092858,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
212,179.7,30.9673359637,0,0.00215044877753,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
213,179.7,30.9673359637,0,0.00228997505668,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
214,179.7,30.9673359637,0,0.00239461976605,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
215,179.7,30.9673359637,0,0.00246438290563,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
216,179.7,30.9673359637,0.0172471921824,0.00249926447542,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
217,179.6,31.0018303481,0.0172471921824,0.00249926447542,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
218,179.6,31.0018303481,0,0.00246438290563,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
219,179.6,31.0018303481,0,0.00239461976605,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
220,179.6,31.0018303481,0,0.00228997505668,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
221,179.6,31.0018303481,0,0.00215044877753,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
222,179.6,31.0018303481,0,0.00197604092858,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
223,179.6,31.0018303481,0,0.00176675150984,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
224,179.6,31.0018303481,0,0.00152258052131,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
225,179.6,31.0018303481,0,0.001243527963,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
226,179.6,31.0018303481,0,0.000220314191412,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
227,179.6,31.0018303481,0,-0.000584466991577,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
228,179.6,31.0018303481,0,-0.000479005884449,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
229,179.6,31.0018303481,0,-0.000443366231026,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
230,179.6,31.0018303481,0,-0.000477548031307,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
231,179.6,31.0018303481,0,-0.000581551285293,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
232,179.6,31.0018303481,0,0.000223052039613,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
233,179.6,31.0018303481,0,0.00124560686158,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
234,179.6,31.0018303481,0,0.0015251259329,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
235,179.6,31.0018303481,0,0.00176970512031,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
236,179.6,31.0018303481,0,0.0019793444238,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
237,179.6,31.0018303481,0,0.00215404384338,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
238,179.6,31.0018303481,0,0.00229380337904,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
239,179.6,31.0018303481,0,0.00239862303078,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
240,179.6,31.0018303481,0,0.00246850279861,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
241,179.6,31.0018303481,0.0172760256019,0.00250344268253,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
242,179.5,31.0363823993,0.0172760256019,0.00250344268253,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
243,179.5,31.0363823993,0,0.00246850279861,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
244,179.5,31.0363823993,0,0.00239862303078,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
245,179.5,31.0363823993,0,0.00229380337904,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
246,179.5,31.0363823993,0,0.00215404384338,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
247,179.5,31.0363823993,0,0.0019793444238,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
248,179.5,31.0363823993,0,0.00176970512031,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
249,179.5,31.0363823993,0,0.0015251259329,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
250,179.5,31.0363823993,0,0.00124560686158,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
251,179.5,31.0363823993,0,0.000931147906341,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
252,179.5,31.0363823993,0,-0.000128716993191,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
253,179.5,31.0363823993,0,-0.000969783897931,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
254,179.5,31.0363823993,0,-0.000899085911549,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
255,179.5,31.0363823993,0,-0.000898326137179,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
256,179.5,31.0363823993,0,-0.000967504574823,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
