Пик,Напряжение (В),Нормированная энергия,Нормированная ΔЭнергия
"4870,62 кэВ",40,0.9962061087800896,7.997932841973152e-05
"4870,62 кэВ",50,0.9986588081849614,8.203008043049386e-05
"4870,62 кэВ",60,1.0,7.382707238744446e-05
"4870,62 кэВ",70,0.9998215845750636,7.177632037668212e-05
"4870,62 кэВ",80,0.9995037180133955,7.792857640896917e-05
"4870,62 кэВ",90,0.9991899529557489,7.587782439820682e-05
"4870,62 кэВ",100,0.9989131014342959,7.997932841973152e-05
"4870,62 кэВ",110,0.9984557837358958,7.382707238744446e-05
"4870,62 кэВ",120,0.998308129591121,8.613158445201855e-05
"4870,62 кэВ",140,0.9980435825817328,8.203008043049386e-05
"4870,62 кэВ",160,0.9961056219315624,7.382707238744446e-05
"4870,62 кэВ",200,0.9947767346285883,7.587782439820682e-05
"4870,62 кэВ",250,0.9918482607572197,7.997932841973152e-05
"4870,62 кэВ",300,0.9883865913630528,7.792857640896917e-05
"4870,62 кэВ",350,0.9847444557919388,8.40808324412562e-05
"4870,62 кэВ",400,0.9813443089580949,8.203008043049386e-05
"5407,45 кэВ",40,0.9965975387630943,0.00010355316807973594
"5407,45 кэВ",50,0.999693038823192,0.00010355316807973594
"5407,45 кэВ",60,0.9999278826150872,9.800567693260723e-05
"5407,45 кэВ",70,1.0,9.430734950118809e-05
"5407,45 кэВ",80,0.9995765415091025,9.060902206976894e-05
"5407,45 кэВ",90,0.9994064184472572,9.060902206976894e-05
"5407,45 кэВ",100,0.9994729883410227,9.800567693260723e-05
"5407,45 кэВ",110,0.9989515241731927,8.875985835405936e-05
"5407,45 кэВ",120,0.9985484064831679,9.800567693260723e-05
"5407,45 кэВ",140,0.9977847018685798,9.245818578547851e-05
"5407,45 кэВ",160,0.9964902872675832,9.430734950118809e-05
"5407,45 кэВ",200,0.9951607385559881,9.615651321689766e-05
"5407,45 кэВ",250,0.9917675231376609,8.691069463834979e-05
"5407,45 кэВ",300,0.9884575200865409,9.430734950118809e-05
"5407,45 кэВ",350,0.9848738408054957,9.800567693260723e-05
"5407,45 кэВ",400,0.9811718150466451,9.800567693260723e-05
"5590,3 кэВ",40,0.9964331132830361,0.00010002286236854139
"5590,3 кэВ",50,0.9993069844535893,0.00010002286236854139
"5590,3 кэВ",60,0.9998892604023777,9.466449474165524e-05
"5590,3 кэВ",70,1.0,9.109224965706447e-05
"5590,3 кэВ",80,0.999842821216278,8.752000457247371e-05
"5590,3 кэВ",90,0.9993927183356195,8.752000457247371e-05
"5590,3 кэВ",100,0.9992730481252857,9.466449474165524e-05
"5590,3 кэВ",110,0.999117655464106,8.573388203017832e-05
"5590,3 кэВ",120,0.9986246856424326,9.466449474165524e-05
"5590,3 кэВ",140,0.9976833990626428,8.930612711476908e-05
"5590,3 кэВ",160,0.9966617369684498,9.109224965706447e-05
"5590,3 кэВ",200,0.9950077874942844,9.287837219935985e-05
"5590,3 кэВ",250,0.9917248942615455,8.394775948788293e-05
"5590,3 кэВ",300,0.9880544124371284,9.109224965706447e-05
"5590,3 кэВ",350,0.984960848193873,9.466449474165524e-05
"5590,3 кэВ",400,0.9812510716735253,9.466449474165524e-05
"6114,68 кэВ",40,0.996252473857127,4.7354360846761286e-05
"6114,68 кэВ",50,0.9991541531407371,4.898726984147719e-05
"6114,68 кэВ",60,0.9999216203682537,4.408854285732948e-05
"6114,68 кэВ",70,1.0,4.572145185204539e-05
"6114,68 кэВ",80,0.9997077092899459,4.898726984147719e-05
"6114,68 кэВ",90,0.9993533680380925,4.572145185204539e-05
"6114,68 кэВ",100,0.9990904696899433,4.7354360846761286e-05
"6114,68 кэВ",110,0.9987932802529049,5.06201788361931e-05
"6114,68 кэВ",120,0.9985956982645443,4.572145185204539e-05
"6114,68 кэВ",140,0.9976518768655985,4.572145185204539e-05
"6114,68 кэВ",160,0.9964565874814665,4.572145185204539e-05
"6114,68 кэВ",200,0.9947714253989197,4.572145185204539e-05
"6114,68 кэВ",250,0.9916133794031392,4.572145185204539e-05
"6114,68 кэВ",300,0.9880879288835475,4.572145185204539e-05
"6114,68 кэВ",350,0.9843697951025793,4.572145185204539e-05
"6114,68 кэВ",400,0.9807349396803418,5.06201788361931e-05
"7833,46 кэВ",40,0.9964993197730364,3.318180309918041e-05
"7833,46 кэВ",50,0.99922660874315,3.573424949142506e-05
"7833,46 кэВ",60,1.0,3.318180309918041e-05
"7833,46 кэВ",70,0.9998583392252305,3.318180309918041e-05
"7833,46 кэВ",80,0.9998698252339956,3.062935670693576e-05
"7833,46 кэВ",90,0.9994627100344325,3.190557990305809e-05
"7833,46 кэВ",100,0.9992508569838762,3.573424949142506e-05
"7833,46 кэВ",110,0.9988488466770977,3.062935670693576e-05
"7833,46 кэВ",120,0.9985463817796166,3.062935670693576e-05
"7833,46 кэВ",140,0.9977589520676092,3.190557990305809e-05
"7833,46 кэВ",160,0.9967175539395734,3.062935670693576e-05
"7833,46 кэВ",200,0.9947738660118791,3.318180309918041e-05
"7833,46 кэВ",250,0.9917849512865606,3.190557990305809e-05
"7833,46 кэВ",300,0.9879218236718983,3.4458026295302735e-05
"7833,46 кэВ",350,0.9842220526263397,3.318180309918041e-05
"7833,46 кэВ",400,0.9803461627797162,3.190557990305809e-05
