SpectrumNumber	Isotope	Detector	Conditions	Voltage (V)	Current (nA)	Temperature (deg)	Energy(keV)	ΔEnergy(keV)	FWHM(keV)	ΔFWHM(keV)	Amplitude	ΔAmplitude	Adj.R^2
08	Ra-226	det3	5us	110	4.98	22.0	5593.78	0.48	53.50	1.17	20.19	0.26	0.88569
08	Ra-226	det3	5us	110	4.98	22.0	6116.65	0.31	52.36	0.76	20.41	0.25	0.89295
08	Ra-226	det3	5us	110	4.98	22.0	7826.60	0.24	46.89	0.59	22.43	0.24	0.91838
09	Ra-226	det3	5us	120	5.14	22.0	4868.01	0.42	66.54	1.04	19.67	0.26	0.86709
09	Ra-226	det3	5us	120	5.14	22.0	5400.00	0.53	57.26	1.29	13.75	0.26	0.87896
09	Ra-226	det3	5us	120	5.14	22.0	5591.02	0.53	55.08	1.29	19.93	0.26	0.87896
09	Ra-226	det3	5us	120	5.14	22.0	6115.44	0.28	52.39	0.68	21.35	0.23	0.91216
09	Ra-226	det3	5us	120	5.14	22.0	7824.23	0.24	48.80	0.59	22.01	0.23	0.92359
10	Ra-226	det3	5us	140	5.42	22.0	4866.72	0.40	66.13	0.98	19.72	0.24	0.87976
10	Ra-226	det3	5us	140	5.42	22.0	5395.87	0.50	58.19	1.24	13.90	0.25	0.88562
10	Ra-226	det3	5us	140	5.42	22.0	5585.75	0.50	54.84	1.24	19.59	0.25	0.88562
10	Ra-226	det3	5us	140	5.42	22.0	6109.66	0.28	50.57	0.69	20.76	0.24	0.90626
10	Ra-226	det3	5us	140	5.42	22.0	7818.06	0.25	50.06	0.60	21.54	0.22	0.92477
11	Ra-226	det3	5us	160	5.66	22.0	4857.27	0.36	62.41	0.90	19.45	0.23	0.88719
11	Ra-226	det3	5us	160	5.66	22.0	5388.87	0.51	62.23	1.26	13.65	0.23	0.89909
11	Ra-226	det3	5us	160	5.66	22.0	5580.03	0.51	53.92	1.26	20.55	0.23	0.89909
11	Ra-226	det3	5us	160	5.66	22.0	6102.34	0.28	52.53	0.68	20.72	0.23	0.91200
11	Ra-226	det3	5us	160	5.66	22.0	7809.90	0.24	46.11	0.59	23.55	0.26	0.91571
12	Ra-226	det3	5us	200	6.13	22.0	4850.79	0.37	66.41	0.91	19.32	0.22	0.89488
12	Ra-226	det3	5us	200	6.13	22.0	5381.68	0.52	57.09	1.27	14.45	0.27	0.87285
12	Ra-226	det3	5us	200	6.13	22.0	5570.77	0.52	53.74	1.27	19.85	0.27	0.87285
12	Ra-226	det3	5us	200	6.13	22.0	6092.02	0.28	52.50	0.68	20.85	0.23	0.91326
12	Ra-226	det3	5us	200	6.13	22.0	7794.67	0.26	49.43	0.64	22.29	0.24	0.91365
13	Ra-226	det3	5us	250	6.63	22.0	4836.51	0.39	64.21	0.96	19.13	0.24	0.87834
13	Ra-226	det3	5us	250	6.63	22.0	5363.33	0.47	57.40	1.16	14.24	0.24	0.89794
13	Ra-226	det3	5us	250	6.63	22.0	5552.39	0.47	52.80	1.16	20.50	0.24	0.89794
13	Ra-226	det3	5us	250	6.63	22.0	6072.68	0.28	51.98	0.69	20.93	0.23	0.90842
13	Ra-226	det3	5us	250	6.63	22.0	7771.25	0.25	50.83	0.63	22.22	0.23	0.92127
14	Ra-226	det3	5us	300	7.13	22.0	4819.63	0.38	67.12	0.95	18.49	0.22	0.88724
14	Ra-226	det3	5us	300	7.13	22.0	5345.43	0.51	57.08	1.26	14.59	0.27	0.87708
14	Ra-226	det3	5us	300	7.13	22.0	5531.84	0.51	52.77	1.26	20.48	0.27	0.87708
14	Ra-226	det3	5us	300	7.13	22.0	6051.09	0.28	50.63	0.68	21.13	0.24	0.90713
14	Ra-226	det3	5us	300	7.13	22.0	7740.98	0.27	49.29	0.65	22.68	0.25	0.91009
15	Ra-226	det3	5us	350	7.77	22.0	4801.87	0.41	63.80	1.01	19.42	0.26	0.86584
15	Ra-226	det3	5us	350	7.77	22.0	5326.05	0.53	61.76	1.30	13.47	0.24	0.89067
15	Ra-226	det3	5us	350	7.77	22.0	5514.52	0.53	54.50	1.30	20.01	0.24	0.89067
15	Ra-226	det3	5us	350	7.77	22.0	6028.32	0.28	52.49	0.69	21.55	0.24	0.91172
15	Ra-226	det3	5us	350	7.77	22.0	7711.99	0.26	50.39	0.64	21.98	0.24	0.91610
16	Ra-226	det3	5us	400	8.58	22.0	4785.29	0.40	65.65	0.99	19.21	0.24	0.87531
16	Ra-226	det3	5us	400	8.58	22.0	5306.03	0.53	57.85	1.30	13.30	0.25	0.89075
16	Ra-226	det3	5us	400	8.58	22.0	5493.75	0.53	53.57	1.30	20.96	0.25	0.89075
16	Ra-226	det3	5us	400	8.58	22.0	6006.06	0.31	53.03	0.77	20.38	0.25	0.89338
16	Ra-226	det3	5us	400	8.58	22.0	7681.62	0.25	47.70	0.62	23.01	0.25	0.91390
