SpectrumNumber	Isotope	Detector	Conditions	Voltage (V)	Current (nA)	Temperature (deg)	Energy(keV)	ΔEnergy(keV)	FWHM(keV)	ΔFWHM(keV)	Amplitude	ΔAmplitude	Adj.R^2
01	Ra-226	det3	5us	40	1.57	22.0	4857.76	0.39	64.14	0.96	19.41	0.24	0.87763
01	Ra-226	det3	5us	40	1.57	22.0	5389.45	0.56	60.24	1.37	13.57	0.26	0.87803
01	Ra-226	det3	5us	40	1.57	22.0	5578.75	0.56	51.20	1.37	20.93	0.26	0.87803
01	Ra-226	det3	5us	40	1.57	22.0	6101.09	0.29	53.69	0.72	20.97	0.24	0.90667
01	Ra-226	det3	5us	40	1.57	22.0	7808.19	0.26	49.60	0.65	22.49	0.25	0.91330
02	Ra-226	det3	5us	50	2.11	22.0	4869.72	0.40	65.46	1.00	19.20	0.25	0.87229
02	Ra-226	det3	5us	50	2.11	22.0	5406.19	0.56	59.50	1.37	13.02	0.25	0.88667
02	Ra-226	det3	5us	50	2.11	22.0	5594.84	0.56	52.71	1.37	21.10	0.25	0.88667
02	Ra-226	det3	5us	50	2.11	22.0	6118.86	0.30	54.47	0.74	20.77	0.24	0.90381
02	Ra-226	det3	5us	50	2.11	22.0	7829.56	0.28	49.72	0.68	22.01	0.25	0.90395
03	Ra-226	det3	5us	60	2.53	22.0	4876.26	0.36	62.97	0.90	19.67	0.23	0.88948
03	Ra-226	det3	5us	60	2.53	22.0	5407.46	0.53	61.38	1.30	13.86	0.25	0.88908
03	Ra-226	det3	5us	60	2.53	22.0	5598.10	0.53	56.91	1.30	20.19	0.25	0.88908
03	Ra-226	det3	5us	60	2.53	22.0	6123.56	0.27	53.22	0.68	20.81	0.22	0.91557
03	Ra-226	det3	5us	60	2.53	22.0	7835.62	0.26	49.50	0.64	21.94	0.24	0.91358
04	Ra-226	det3	5us	70	3.45	22.0	4875.39	0.35	63.96	0.86	19.88	0.22	0.89945
04	Ra-226	det3	5us	70	3.45	22.0	5407.85	0.51	58.22	1.25	14.17	0.26	0.88690
04	Ra-226	det3	5us	70	3.45	22.0	5598.72	0.51	53.95	1.25	20.54	0.26	0.88690
04	Ra-226	det3	5us	70	3.45	22.0	6124.04	0.28	52.84	0.68	21.52	0.23	0.91371
04	Ra-226	det3	5us	70	3.45	22.0	7834.51	0.26	49.67	0.65	21.59	0.24	0.91278
05	Ra-226	det3	5us	80	4.46	22.0	4873.84	0.38	64.11	0.94	19.60	0.24	0.88298
05	Ra-226	det3	5us	80	4.46	22.0	5405.56	0.49	59.86	1.21	12.98	0.22	0.90445
05	Ra-226	det3	5us	80	4.46	22.0	5597.84	0.49	54.94	1.21	19.87	0.22	0.90445
05	Ra-226	det3	5us	80	4.46	22.0	6122.25	0.30	52.35	0.73	20.54	0.24	0.89922
05	Ra-226	det3	5us	80	4.46	22.0	7834.60	0.24	48.08	0.59	22.15	0.23	0.92247
06	Ra-226	det3	5us	90	4.62	22.0	4872.31	0.37	63.75	0.93	19.20	0.23	0.88435
06	Ra-226	det3	5us	90	4.62	22.0	5404.64	0.49	57.65	1.21	13.96	0.25	0.88928
06	Ra-226	det3	5us	90	4.62	22.0	5595.32	0.49	55.61	1.21	19.61	0.25	0.88928
06	Ra-226	det3	5us	90	4.62	22.0	6120.08	0.28	54.58	0.69	20.45	0.22	0.91622
06	Ra-226	det3	5us	90	4.62	22.0	7831.41	0.25	49.04	0.61	23.15	0.24	0.92103
07	Ra-226	det3	5us	100	4.80	22.0	4870.96	0.39	63.79	0.95	19.88	0.25	0.87922
07	Ra-226	det3	5us	100	4.80	22.0	5405.00	0.53	59.94	1.30	13.65	0.25	0.89051
07	Ra-226	det3	5us	100	4.80	22.0	5594.65	0.53	53.47	1.30	21.03	0.25	0.89051
07	Ra-226	det3	5us	100	4.80	22.0	6118.47	0.29	55.29	0.72	20.03	0.22	0.90979
07	Ra-226	det3	5us	100	4.80	22.0	7829.75	0.28	49.96	0.68	21.64	0.25	0.90586
08	Ra-226	det3	5us	110	4.98	22.0	4868.73	0.36	63.22	0.90	19.59	0.23	0.88933
08	Ra-226	det3	5us	110	4.98	22.0	5402.18	0.48	55.32	1.17	14.68	0.26	0.88569
